# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
2585 8.9832878391e-12 4.6802699341e-13 -7.3605212687e-13 0.0000000000e+00 1.2231654998e-16 3.5283278799e-17 -2.9334404420e-18
2586 8.9833321928e-12 4.6621720493e-13 -7.4037963034e-13 0.0000000000e+00 1.2209627272e-16 3.5304891942e-17 -2.9069649134e-18
2587 8.9836147644e-12 4.6437375506e-13 -7.4459667264e-13 0.0000000000e+00 1.2187644723e-16 3.5325160979e-17 -2.8803618095e-18
2588 8.9841262766e-12 4.6249722749e-13 -7.4870116609e-13 0.0000000000e+00 1.2165707230e-16 3.5344049965e-17 -2.8536528773e-18
2589 8.9848574224e-12 4.6058820785e-13 -7.5269101714e-13 0.0000000000e+00 1.2143814672e-16 3.5361522848e-17 -2.8268599314e-18
2590 8.9857988644e-12 4.5864728378e-13 -7.5656412644e-13 0.0000000000e+00 1.2121966927e-16 3.5377543474e-17 -2.8000048545e-18
2591 8.9869412356e-12 4.5667504486e-13 -7.6031838875e-13 0.0000000000e+00 1.2100163873e-16 3.5392075585e-17 -2.7731095968e-18
2592 8.9882751387e-12 4.5467208269e-13 -7.6395169299e-13 0.0000000000e+00 1.2078405386e-16 3.5405082817e-17 -2.7461961769e-18
2593 8.9897911462e-12 4.5263899082e-13 -7.6746192224e-13 0.0000000000e+00 1.2056691343e-16 3.5416528703e-17 -2.7192866810e-18
2594 8.9914798007e-12 4.5057636480e-13 -7.7084695368e-13 0.0000000000e+00 1.2035021618e-16 3.5426376673e-17 -2.6924032637e-18
2595 8.9933316145e-12 4.4848480216e-13 -7.7410465865e-13 0.0000000000e+00 1.2013396087e-16 3.5434590049e-17 -2.6655681475e-18
2596 8.9953370697e-12 4.4636490242e-13 -7.7723290261e-13 0.0000000000e+00 1.1991814622e-16 3.5441132053e-17 -2.6388036233e-18
2597 8.9974866183e-12 4.4421726708e-13 -7.8022954512e-13 0.0000000000e+00 1.1970277096e-16 3.5445965798e-17 -2.6121320503e-18
2598 8.9997706819e-12 4.4204249966e-13 -7.8309243987e-13 0.0000000000e+00 1.1948783381e-16 3.5449054296e-17 -2.5855758557e-18
2599 9.0021796520e-12 4.3984120563e-13 -7.8581943466e-13 0.0000000000e+00 1.1927333350e-16 3.5450360450e-17 -2.5591575356e-18
2600 9.0047038897e-12 4.3761399249e-13 -7.8840837138e-13 0.0000000000e+00 1.1905926871e-16 3.5449847063e-17 -2.5328996543e-18
2601 9.0073337256e-12 4.3536146974e-13 -7.9085708602e-13 0.0000000000e+00 1.1884563815e-16 3.5447476828e-17 -2.5068248446e-18
2602 9.0100594603e-12 4.3308424884e-13 -7.9316340868e-13 0.0000000000e+00 1.1863244051e-16 3.5443212337e-17 -2.4809558081e-18
2603 9.0128713636e-12 4.3078294329e-13 -7.9532516352e-13 0.0000000000e+00 1.1841967447e-16 3.5437016075e-17 -2.4553153149e-18
2604 9.0157596753e-12 4.2845816859e-13 -7.9734016881e-13 0.0000000000e+00 1.1820733870e-16 3.5428850420e-17 -2.4299262039e-18
2605 9.0187146044e-12 4.2611054222e-13 -7.9920623686e-13 0.0000000000e+00 1.1799543187e-16 3.5418677647e-17 -2.4048113829e-18
2606 9.0217263296e-12 4.2374068369e-13 -8.0092117408e-13 0.0000000000e+00 1.1778395263e-16 3.5406459926e-17 -2.3799938283e-18
2607 9.0247854980e-12 4.2134923811e-13 -8.0248331901e-13 0.0000000000e+00 1.1757289974e-16 3.5392167944e-17 -2.3554907939e-18
2608 9.0278847249e-12 4.1893694706e-13 -8.0389315990e-13 0.0000000000e+00 1.1736227235e-16 3.5375806839e-17 -2.3312963990e-18
2609 9.0310171024e-12 4.1650457814e-13 -8.0515172620e-13 0.0000000000e+00 1.1715206969e-16 3.5357390413e-17 -2.3073989424e-18
2610 9.0341757013e-12 4.1405290140e-13 -8.0626005134e-13 0.0000000000e+00 1.1694229101e-16 3.5336932523e-17 -2.2837866851e-18
2611 9.0373535708e-12 4.1158268933e-13 -8.0721917273e-13 0.0000000000e+00 1.1673293552e-16 3.5314447076e-17 -2.2604478507e-18
2612 9.0405437390e-12 4.0909471690e-13 -8.0803013174e-13 0.0000000000e+00 1.1652400247e-16 3.5289948036e-17 -2.2373706247e-18
2613 9.0437392121e-12 4.0658976150e-13 -8.0869397374e-13 0.0000000000e+00 1.1631549106e-16 3.5263449417e-17 -2.2145431551e-18
2614 9.0469329751e-12 4.0406860301e-13 -8.0921174807e-13 0.0000000000e+00 1.1610740051e-16 3.5234965288e-17 -2.1919535520e-18
2615 9.0501179915e-12 4.0153202376e-13 -8.0958450807e-13 0.0000000000e+00 1.1589973002e-16 3.5204509772e-17 -2.1695898878e-18
2616 9.0532872031e-12 3.9898080855e-13 -8.0981331106e-13 0.0000000000e+00 1.1569247880e-16 3.5172097043e-17 -2.1474401969e-18
2617 9.0564335302e-12 3.9641574463e-13 -8.0989921837e-13 0.0000000000e+00 1.1548564603e-16 3.5137741331e-17 -2.1254924757e-18
2618 9.0595498718e-12 3.9383762173e-13 -8.0984329533e-13 0.0000000000e+00 1.1527923091e-16 3.5101456918e-17 -2.1037346828e-18
2619 9.0626291049e-12 3.9124723206e-13 -8.0964661126e-13 0.0000000000e+00 1.1507323261e-16 3.5063258141e-17 -2.0821547389e-18
2620 9.0656640853e-12 3.8864537030e-13 -8.0931023952e-13 0.0000000000e+00 1.1486765032e-16 3.5023159388e-17 -2.0607405265e-18
2621 9.0686476468e-12 3.8603283359e-13 -8.0883525745e-13 0.0000000000e+00 1.1466248320e-16 3.4981175104e-17 -2.0394798901e-18
2622 9.0715726017e-12 3.8341042156e-13 -8.0822274642e-13 0.0000000000e+00 1.1445773041e-16 3.4937319785e-17 -2.0183606361e-18
2623 9.0744317409e-12 3.8077893633e-13 -8.0747379184e-13 0.0000000000e+00 1.1425339112e-16 3.4891607983e-17 -1.9973705329e-18
2624 9.0772178331e-12 3.7813918249e-13 -8.0658948311e-13 0.0000000000e+00 1.1404946447e-16 3.4844054302e-17 -1.9764973106e-18
2625 9.0799236257e-12 3.7549196712e-13 -8.0557091370e-13 0.0000000000e+00 1.1384594961e-16 3.4794673401e-17 -1.9557286611e-18
2626 9.0825418442e-12 3.7283809979e-13 -8.0441918108e-13 0.0000000000e+00 1.1364284568e-16 3.4743479993e-17 -1.9350522381e-18
2627 9.0850651925e-12 3.7017839255e-13 -8.0313538677e-13 0.0000000000e+00 1.1344015181e-16 3.4690488845e-17 -1.9144556571e-18
2628 9.0874863524e-12 3.6751365996e-13 -8.0172063634e-13 0.0000000000e+00 1.1323786712e-16 3.4635714777e-17 -1.8939264951e-18
2629 9.0897979842e-12 3.6484471905e-13 -8.0017603940e-13 0.0000000000e+00 1.1303599075e-16 3.4579172665e-17 -1.8734522908e-18
2630 9.0919927263e-12 3.6217238938e-13 -7.9850270960e-13 0.0000000000e+00 1.1283452179e-16 3.4520877437e-17 -1.8530205448e-18
2631 9.0940631954e-12 3.5949749299e-13 -7.9670176467e-13 0.0000000000e+00 1.1263345937e-16 3.4460844077e-17 -1.8326187189e-18
2632 9.0960019861e-12 3.5682085442e-13 -7.9477432636e-13 0.0000000000e+00 1.1243280258e-16 3.4399087623e-17 -1.8122342367e-18
2633 9.0978016712e-12 3.5414330072e-13 -7.9272152052e-13 0.0000000000e+00 1.1223255051e-16 3.4335623166e-17 -1.7918544830e-18
2634 9.0994548018e-12 3.5146566144e-13 -7.9054447704e-13 0.0000000000e+00 1.1203270226e-16 3.4270465853e-17 -1.7714668045e-18
2635 9.1009539068e-12 3.4878876866e-13 -7.8824432990e-13 0.0000000000e+00 1.1183325692e-16 3.4203630886e-17 -1.7510585090e-18
2636 9.1022914934e-12 3.4611345695e-13 -7.8582221714e-13 0.0000000000e+00 1.1163421355e-16 3.4135133518e-17 -1.7306168659e-18
2637 9.1034600467e-12 3.4344056341e-13 -7.8327928088e-13 0.0000000000e+00 1.1143557123e-16 3.4064989061e-17 -1.7101291057e-18
2638 9.1044520298e-12 3.4077092763e-13 -7.8061666733e-13 0.0000000000e+00 1.1123732902e-16 3.3993212879e-17 -1.6895824204e-18
2639 9.1052598841e-12 3.3810539175e-13 -7.7783552679e-13 0.0000000000e+00 1.1103948599e-16 3.3919820392e-17 -1.6689639634e-18
2640 9.1058760285e-12 3.3544480041e-13 -7.7493701363e-13 0.0000000000e+00 1.1084204117e-16 3.3844827072e-17 -1.6482608492e-18
2641 9.1062928603e-12 3.3279000080e-13 -7.7192228633e-13 0.0000000000e+00 1.1064499363e-16 3.3768248449e-17 -1.6274601534e-18
2642 9.1065027545e-12 3.3014184259e-13 -7.6879250747e-13 0.0000000000e+00 1.1044834240e-16 3.3690100107e-17 -1.6065489130e-18
2643 9.1064980641e-12 3.2750117803e-13 -7.6554884373e-13 0.0000000000e+00 1.1025208651e-16 3.3610397685e-17 -1.5855141261e-18
2644 9.1062711199e-12 3.2486886186e-13 -7.6219246590e-13 0.0000000000e+00 1.1005622499e-16 3.3529156874e-17 -1.5643427517e-18
2645 9.1058142307e-12 3.2224575138e-13 -7.5872454887e-13 0.0000000000e+00 1.0986075687e-16 3.3446393425e-17 -1.5430217101e-18
2646 9.1051196832e-12 3.1963270641e-13 -7.5514627166e-13 0.0000000000e+00 1.0966568115e-16 3.3362123140e-17 -1.5215378825e-18
2647 9.1041797417e-12 3.1703058931e-13 -7.5145881740e-13 0.0000000000e+00 1.0947099684e-16 3.3276361879e-17 -1.4998781112e-18
2648 9.1029866487e-12 3.1444026499e-13 -7.4766337334e-13 0.0000000000e+00 1.0927670295e-16 3.3189125554e-17 -1.4780291993e-18
2649 9.1015326240e-12 3.1186260089e-13 -7.4376113087e-13 0.0000000000e+00 1.0908279847e-16 3.3100430135e-17 -1.4559779110e-18
2650 9.0998098657e-12 3.0929846700e-13 -7.3975328549e-13 0.0000000000e+00 1.0888928239e-16 3.3010291647e-17 -1.4337109713e-18
2651 9.0978105492e-12 3.0674873586e-13 -7.3564103686e-13 0.0000000000e+00 1.0869615370e-16 3.2918726168e-17 -1.4112150659e-18
2652 9.0955268280e-12 3.0421428256e-13 -7.3142558877e-13 0.0000000000e+00 1.0850341137e-16 3.2825749834e-17 -1.3884768416e-18
2653 9.0929508331e-12 3.0169598474e-13 -7.2710814915e-13 0.0000000000e+00 1.0831105437e-16 3.2731378836e-17 -1.3654829057e-18
2654 9.0900746732e-12 2.9919472259e-13 -7.2268993007e-13 0.0000000000e+00 1.0811908166e-16 3.2635629418e-17 -1.3422198265e-18
2655 9.0868904348e-12 2.9671137886e-13 -7.1817214777e-13 0.0000000000e+00 1.0792749221e-16 3.2538517883e-17 -1.3186741327e-18
2656 9.0833901820e-12 2.9424683886e-13 -7.1355602263e-13 0.0000000000e+00 1.0773628497e-16 3.2440060588e-17 -1.2948323139e-18
2657 9.0795659563e-12 2.9180199046e-13 -7.0884277921e-13 0.0000000000e+00 1.0754545887e-16 3.2340273945e-17 -1.2706808203e-18
2658 9.0754097773e-12 2.8937772411e-13 -7.0403364620e-13 0.0000000000e+00 1.0735501287e-16 3.2239174423e-17 -1.2462060624e-18
2659 9.0709136418e-12 2.8697493279e-13 -6.9912985649e-13 0.0000000000e+00 1.0716494588e-16 3.2136778545e-17 -1.2213944118e-18
2660 9.0660695242e-12 2.8459451208e-13 -6.9413264713e-13 0.0000000000e+00 1.0697525684e-16 3.2033102893e-17 -1.1962322001e-18
2661 9.0608693766e-12 2.8223736013e-13 -6.8904325935e-13 0.0000000000e+00 1.0678594467e-16 3.1928164101e-17 -1.1707057196e-18
2662 9.0553066130e-12 2.7990426326e-13 -6.8386310785e-13 0.0000000000e+00 1.0659700836e-16 3.1821982567e-17 -1.1448057637e-18
2663 9.0493805710e-12 2.7759555217e-13 -6.7859428979e-13 0.0000000000e+00 1.0640844717e-16 3.1714593587e-17 -1.1185412758e-18
2664 9.0430920746e-12 2.7531144385e-13 -6.7323907859e-13 0.0000000000e+00 1.0622026045e-16 3.1606036280e-17 -1.0919257757e-18
2665 9.0364419524e-12 2.7305215581e-13 -6.6779975495e-13 0.0000000000e+00 1.0603244755e-16 3.1496349890e-17 -1.0649728253e-18
2666 9.0294310368e-12 2.7081790609e-13 -6.6227860682e-13 0.0000000000e+00 1.0584500780e-16 3.1385573779e-17 -1.0376960287e-18
2667 9.0220601649e-12 2.6860891322e-13 -6.5667792939e-13 0.0000000000e+00 1.0565794053e-16 3.1273747438e-17 -1.0101090327e-18
2668 9.0143301777e-12 2.6642539627e-13 -6.5100002515e-13 0.0000000000e+00 1.0547124506e-16 3.1160910478e-17 -9.8222552645e-19
2669 9.0062419208e-12 2.6426757482e-13 -6.4524720386e-13 0.0000000000e+00 1.0528492072e-16 3.1047102634e-17 -9.5405924144e-19
2670 8.9977962438e-12 2.6213566895e-13 -6.3942178254e-13 0.0000000000e+00 1.0509896681e-16 3.0932363765e-17 -9.2562395182e-19
2671 8.9889940010e-12 2.6002989929e-13 -6.3352608553e-13 0.0000000000e+00 1.0491338264e-16 3.0816733853e-17 -8.9693347424e-19
2672 8.9798360505e-12 2.5795048695e-13 -6.2756244445e-13 0.0000000000e+00 1.0472816753e-16 3.0700253005e-17 -8.6800166794e-19
2673 8.9703232552e-12 2.5589765361e-13 -6.2153319824e-13 0.0000000000e+00 1.0454332076e-16 3.0582961451e-17 -8.3884243482e-19
2674 8.9604564819e-12 2.5387162142e-13 -6.1544069314e-13 0.0000000000e+00 1.0435884164e-16 3.0464899545e-17 -8.0946971945e-19
2675 8.9502366020e-12 2.5187261307e-13 -6.0928728270e-13 0.0000000000e+00 1.0417472945e-16 3.0346107766e-17 -7.7989750911e-19
2676 8.9396644910e-12 2.4990085177e-13 -6.0307532781e-13 0.0000000000e+00 1.0399098347e-16 3.0226626716e-17 -7.5013983383e-19
2677 8.9287410289e-12 2.4795656126e-13 -5.9680719670e-13 0.0000000000e+00 1.0380760299e-16 3.0106497122e-17 -7.2021076646e-19
2678 8.9174671000e-12 2.4603996578e-13 -5.9048526491e-13 0.0000000000e+00 1.0362458727e-16 2.9985759836e-17 -6.9012442267e-19
2679 8.9058435928e-12 2.4415129011e-13 -5.8411191535e-13 0.0000000000e+00 1.0344193558e-16 2.9864455833e-17 -6.5989496101e-19
2680 8.8938714002e-12 2.4229075954e-13 -5.7768953828e-13 0.0000000000e+00 1.0325964719e-16 2.9742626216e-17 -6.2953658295e-19
2681 8.8815514195e-12 2.4045859990e-13 -5.7122053131e-13 0.0000000000e+00 1.0307772136e-16 2.9620312210e-17 -5.9906353293e-19
2682 8.8688845524e-12 2.3865503751e-13 -5.6470729943e-13 0.0000000000e+00 1.0289615733e-16 2.9497555165e-17 -5.6849009837e-19
2683 8.8558717048e-12 2.3688029924e-13 -5.5815225499e-13 0.0000000000e+00 1.0271495435e-16 2.9374396558e-17 -5.3783060973e-19
2684 8.8425137869e-12 2.3513461249e-13 -5.5155781773e-13 0.0000000000e+00 1.0253411167e-16 2.9250877989e-17 -5.0709944056e-19
2685 8.8288117135e-12 2.3341820515e-13 -5.4492641478e-13 0.0000000000e+00 1.0235362852e-16 2.9127041185e-17 -4.7631100752e-19
2686 8.8147664037e-12 2.3173130567e-13 -5.3826048066e-13 0.0000000000e+00 1.0217350414e-16 2.9002927997e-17 -4.4547977044e-19
2687 8.8003787808e-12 2.3007414301e-13 -5.3156245728e-13 0.0000000000e+00 1.0199373774e-16 2.8878580404e-17 -4.1462023234e-19
2688 8.7856497725e-12 2.2844694665e-13 -5.2483479398e-13 0.0000000000e+00 1.0181432856e-16 2.8754040508e-17 -3.8374693948e-19
2689 8.7705803112e-12 2.2684994661e-13 -5.1807994750e-13 0.0000000000e+00 1.0163527580e-16 2.8629350538e-17 -3.5287448139e-19
2690 8.7551713332e-12 2.2528337342e-13 -5.1130038201e-13 0.0000000000e+00 1.0145657869e-16 2.8504552849e-17 -3.2201749096e-19
2691 8.7394237796e-12 2.2374745815e-13 -5.0449856911e-13 0.0000000000e+00 1.0127823641e-16 2.8379689921e-17 -2.9119064438e-19
2692 8.7233385956e-12 2.2224243239e-13 -4.9767698782e-13 0.0000000000e+00 1.0110024818e-16 2.8254804362e-17 -2.6040866130e-19
2693 8.7069167310e-12 2.2076852826e-13 -4.9083812464e-13 0.0000000000e+00 1.0092261319e-16 2.8129938905e-17 -2.2968630476e-19
2694 8.6901591399e-12 2.1932597841e-13 -4.8398447347e-13 0.0000000000e+00 1.0074533062e-16 2.8005136409e-17 -1.9903838132e-19
2695 8.6730667807e-12 2.1791501602e-13 -4.7711853571e-13 0.0000000000e+00 1.0056839967e-16 2.7880439861e-17 -1.6847974104e-19
2696 8.6556406165e-12 2.1653587478e-13 -4.7024282020e-13 0.0000000000e+00 1.0039181951e-16 2.7755892372e-17 -1.3802527754e-19
2697 8.6378816146e-12 2.1518878895e-13 -4.6335984326e-13 0.0000000000e+00 1.0021558932e-16 2.7631537184e-17 -1.0768992806e-19
2698 8.6197907467e-12 2.1387399327e-13 -4.5647212869e-13 0.0000000000e+00 1.0003970825e-16 2.7507417661e-17 -7.7488673463e-20
2699 8.6013689890e-12 2.1259172305e-13 -4.4958220776e-13 0.0000000000e+00 9.9864175490e-17 2.7383577297e-17 -4.7436538300e-20
2700 8.5826173221e-12 2.1134221411e-13 -4.4269261924e-13 0.0000000000e+00 9.9688990181e-17 2.7260059713e-17 -1.7548590846e-20
2701 8.5635367311e-12 2.1012570282e-13 -4.3580590941e-13 0.0000000000e+00 9.9514151480e-17 2.7136908656e-17 1.2160056862e-20
2702 8.5441282055e-12 2.0894242604e-13 -4.2892463204e-13 0.0000000000e+00 9.9339658534e-17 2.7014168001e-17 4.1674248987e-20
2703 8.5243927392e-12 2.0779262122e-13 -4.2205134842e-13 0.0000000000e+00 9.9165510485e-17 2.6891881749e-17 7.0978785846e-20
2704 8.5043313305e-12 2.0667652630e-13 -4.1518862736e-13 0.0000000000e+00 9.8991706471e-17 2.6770094032e-17 1.0005842388e-19
2705 8.4839449822e-12 2.0559437976e-13 -4.0833904519e-13 0.0000000000e+00 9.8818245622e-17 2.6648849106e-17 1.2889787559e-19
2706 8.4632347017e-12 2.0454642063e-13 -4.0150518578e-13 0.0000000000e+00 9.8645127065e-17 2.6528191356e-17 1.5748180953e-19
2707 8.4422015007e-12 2.0353288846e-13 -3.9468964052e-13 0.0000000000e+00 9.8472349920e-17 2.6408165297e-17 1.8579485025e-19
2708 8.4208463954e-12 2.0255402334e-13 -3.8789500839e-13 0.0000000000e+00 9.8299913303e-17 2.6288815568e-17 2.1382157825e-19
2709 8.3991704064e-12 2.0161006588e-13 -3.8112389587e-13 0.0000000000e+00 9.8127816323e-17 2.6170186940e-17 2.4154652994e-19
2710 8.3771745589e-12 2.0070125725e-13 -3.7437891706e-13 0.0000000000e+00 9.7956058086e-17 2.6052324309e-17 2.6895419762e-19
2711 8.3548598825e-12 1.9982783914e-13 -3.6766269356e-13 0.0000000000e+00 9.7784637691e-17 2.5935272702e-17 2.9602902942e-19
2712 8.3322274113e-12 1.9899005377e-13 -3.6097785461e-13 0.0000000000e+00 9.7613554232e-17 2.5819077274e-17 3.2275542926e-19
2713 8.3092781838e-12 1.9818814392e-13 -3.5432703699e-13 0.0000000000e+00 9.7442806797e-17 2.5703783307e-17 3.4911775682e-19
2714 8.2860132433e-12 1.9742235288e-13 -3.4771288509e-13 0.0000000000e+00 9.7272394469e-17 2.5589436212e-17 3.7510032750e-19
2715 8.2624336372e-12 1.9669292450e-13 -3.4113805087e-13 0.0000000000e+00 9.7102316328e-17 2.5476081531e-17 4.0068741235e-19
2716 8.2385404176e-12 1.9600010314e-13 -3.3460519392e-13 0.0000000000e+00 9.6932571444e-17 2.5363764934e-17 4.2586323810e-19
2717 8.2143354626e-12 1.9534402511e-13 -3.2811671223e-13 0.0000000000e+00 9.6763158942e-17 2.5252518985e-17 4.5061549628e-19
2718 8.1898239458e-12 1.9472439212e-13 -3.2167393298e-13 0.0000000000e+00 9.6594078175e-17 2.5142323378e-17 4.7494589165e-19
2719 8.1650118802e-12 1.9414079602e-13 -3.1527791744e-13 0.0000000000e+00 9.6425328547e-17 2.5033144483e-17 4.9885965060e-19
2720 8.1399052976e-12 1.9359282731e-13 -3.0892972973e-13 0.0000000000e+00 9.6256909458e-17 2.4924948572e-17 5.2236201705e-19
2721 8.1145102491e-12 1.9308007510e-13 -3.0263043683e-13 0.0000000000e+00 9.6088820303e-17 2.4817701806e-17 5.4545825251e-19
2722 8.0888328049e-12 1.9260212709e-13 -2.9638110862e-13 0.0000000000e+00 9.5921060475e-17 2.4711370246e-17 5.6815363606e-19
2723 8.0628790541e-12 1.9215856962e-13 -2.9018281783e-13 0.0000000000e+00 9.5753629360e-17 2.4605919847e-17 5.9045346437e-19
2724 8.0366551051e-12 1.9174898764e-13 -2.8403664010e-13 0.0000000000e+00 9.5586526342e-17 2.4501316456e-17 6.1236305175e-19
2725 8.0101670854e-12 1.9137296471e-13 -2.7794365391e-13 0.0000000000e+00 9.5419750798e-17 2.4397525819e-17 6.3388773012e-19
2726 7.9834211417e-12 1.9103008298e-13 -2.7190494066e-13 0.0000000000e+00 9.5253302102e-17 2.4294513574e-17 6.5503284908e-19
2727 7.9564234398e-12 1.9071992324e-13 -2.6592158461e-13 0.0000000000e+00 9.5087179624e-17 2.4192245255e-17 6.7580377586e-19
2728 7.9291801646e-12 1.9044206486e-13 -2.5999467292e-13 0.0000000000e+00 9.4921382728e-17 2.4090686290e-17 6.9620589540e-19
2729 7.9016975205e-12 1.9019608584e-13 -2.5412529565e-13 0.0000000000e+00 9.4755910775e-17 2.3989802002e-17 7.1624461035e-19
2730 7.8739817309e-12 1.8998156277e-13 -2.4831454573e-13 0.0000000000e+00 9.4590763121e-17 2.3889557607e-17 7.3592534104e-19
2731 7.8460390385e-12 1.8979807085e-13 -2.4256351901e-13 0.0000000000e+00 9.4425939119e-17 2.3789918217e-17 7.5525352558e-19
2732 7.8178757053e-12 1.8964518388e-13 -2.3687331423e-13 0.0000000000e+00 9.4261438114e-17 2.3690848837e-17 7.7423461980e-19
2733 7.7894980125e-12 1.8952247425e-13 -2.3124503302e-13 0.0000000000e+00 9.4097259450e-17 2.3592314367e-17 7.9287409730e-19
2734 7.7609122608e-12 1.8942951297e-13 -2.2567977993e-13 0.0000000000e+00 9.3933402465e-17 2.3494279600e-17 8.1117744949e-19
2735 7.7321247699e-12 1.8936586964e-13 -2.2017866241e-13 0.0000000000e+00 9.3769866493e-17 2.3396709224e-17 8.2915018555e-19
2736 7.7031418791e-12 1.8933111244e-13 -2.1474279082e-13 0.0000000000e+00 9.3606650863e-17 2.3299567820e-17 8.4679783250e-19
2737 7.6739699470e-12 1.8932480818e-13 -2.0937327842e-13 0.0000000000e+00 9.3443754900e-17 2.3202819863e-17 8.6412593520e-19
2738 7.6446153515e-12 1.8934652222e-13 -2.0407124141e-13 0.0000000000e+00 9.3281177924e-17 2.3106429721e-17 8.8114005633e-19
2739 7.6150844900e-12 1.8939581856e-13 -1.9883779889e-13 0.0000000000e+00 9.3118919252e-17 2.3010361657e-17 8.9784577648e-19
2740 7.5853837792e-12 1.8947225977e-13 -1.9367407287e-13 0.0000000000e+00 9.2956978194e-17 2.2914579825e-17 9.1424869410e-19
2741 7.5555196554e-12 1.8957540699e-13 -1.8858118830e-13 0.0000000000e+00 9.2795354058e-17 2.2819048274e-17 9.3035442556e-19
2742 7.5254985740e-12 1.8970481997e-13 -1.8356027304e-13 0.0000000000e+00 9.2634046146e-17 2.2723730946e-17 9.4616860512e-19
2743 7.4953270102e-12 1.8986005706e-13 -1.7861245790e-13 0.0000000000e+00 9.2473053756e-17 2.2628591677e-17 9.6169688501e-19
2744 7.4650114586e-12 1.9004067518e-13 -1.7373887658e-13 0.0000000000e+00 9.2312376181e-17 2.2533594194e-17 9.7694493539e-19
2745 7.4345584332e-12 1.9024622983e-13 -1.6894066574e-13 0.0000000000e+00 9.2152012710e-17 2.2438702118e-17 9.9191844442e-19
2746 7.4039744676e-12 1.9047627510e-13 -1.6421896498e-13 0.0000000000e+00 9.1991962628e-17 2.2343878963e-17 1.0066231182e-18
2747 7.3732661149e-12 1.9073036366e-13 -1.5957491682e-13 0.0000000000e+00 9.1832225214e-17 2.2249088134e-17 1.0210646809e-18
2748 7.3424399478e-12 1.9100804677e-13 -1.5500966673e-13 0.0000000000e+00 9.1672799744e-17 2.2154292932e-17 1.0352488746e-18
2749 7.3115025585e-12 1.9130887427e-13 -1.5052436311e-13 0.0000000000e+00 9.1513685488e-17 2.2059456548e-17 1.0491814596e-18
2750 7.2804605588e-12 1.9163239455e-13 -1.4612015731e-13 0.0000000000e+00 9.1354881713e-17 2.1964542066e-17 1.0628682140e-18
2751 7.2493205802e-12 1.9197815462e-13 -1.4179820364e-13 0.0000000000e+00 9.1196387680e-17 2.1869512461e-17 1.0763149342e-18
2752 7.2180892738e-12 1.9234570003e-13 -1.3755965934e-13 0.0000000000e+00 9.1038202647e-17 2.1774330603e-17 1.0895274347e-18
2753 7.1867733102e-12 1.9273457492e-13 -1.3340568463e-13 0.0000000000e+00 9.0880325865e-17 2.1678959252e-17 1.1025115478e-18
2754 7.1553793797e-12 1.9314432201e-13 -1.2933744264e-13 0.0000000000e+00 9.0722756583e-17 2.1583361060e-17 1.1152731242e-18
2755 7.1239141925e-12 1.9357448258e-13 -1.2535609951e-13 0.0000000000e+00 9.0565494045e-17 2.1487498573e-17 1.1278180328e-18
2756 7.0923844782e-12 1.9402459647e-13 -1.2146282429e-13 0.0000000000e+00 9.0408537489e-17 2.1391334227e-17 1.1401521603e-18
2757 7.0607969863e-12 1.9449420212e-13 -1.1765878904e-13 0.0000000000e+00 9.0251886149e-17 2.1294830349e-17 1.1522814120e-18
2758 7.0291584859e-12 1.9498283651e-13 -1.1394516874e-13 0.0000000000e+00 9.0095539256e-17 2.1197949160e-17 1.1642117110e-18
2759 6.9974757661e-12 1.9549003520e-13 -1.1032314138e-13 0.0000000000e+00 8.9939496034e-17 2.1100652771e-17 1.1759489989e-18
2760 6.9657556354e-12 1.9601533231e-13 -1.0679388789e-13 0.0000000000e+00 8.9783755704e-17 2.1002903185e-17 1.1874992354e-18
2761 6.9340049224e-12 1.9655826053e-13 -1.0335859218e-13 0.0000000000e+00 8.9628317481e-17 2.0904662295e-17 1.1988683984e-18
2762 6.9022304753e-12 1.9711835109e-13 -1.0001844114e-13 0.0000000000e+00 8.9473180578e-17 2.0805891887e-17 1.2100624842e-18
2763 6.8704391622e-12 1.9769513382e-13 -9.6774624644e-14 0.0000000000e+00 8.9318344200e-17 2.0706553638e-17 1.2210875072e-18
2764 6.8386378711e-12 1.9828813707e-13 -9.3628335527e-14 0.0000000000e+00 8.9163807551e-17 2.0606609115e-17 1.2319495001e-18
2765 6.8068335098e-12 1.9889688778e-13 -9.0580769624e-14 0.0000000000e+00 8.9009569826e-17 2.0506019776e-17 1.2426545142e-18
2766 6.7750330059e-12 1.9952091143e-13 -8.7633125748e-14 0.0000000000e+00 8.8855630220e-17 2.0404746971e-17 1.2532086186e-18
2767 6.7432433070e-12 2.0015973206e-13 -8.4786605703e-14 0.0000000000e+00 8.8701987921e-17 2.0302751939e-17 1.2636179013e-18
2768 6.7114713806e-12 2.0081287225e-13 -8.2042414282e-14 0.0000000000e+00 8.8548642112e-17 2.0199995813e-17 1.2738884682e-18
2769 6.6797242140e-12 2.0147985317e-13 -7.9401759272e-14 0.0000000000e+00 8.8395591972e-17 2.0096439611e-17 1.2840264439e-18
